Profile Name,Bill Number,Bill Name,Prediction Attempt,Personal Prediction,Real Result
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",9,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",10,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",11,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",12,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",13,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",14,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",15,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",16,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",17,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",18,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",19,Yea,Yea
Paul Gosar_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",20,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,1,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,2,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,3,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,4,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,5,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,6,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,7,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,8,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,9,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,10,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,11,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,12,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,13,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,14,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,15,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,16,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,17,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,18,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,19,Yea,Yea
Ben Cline_profile.json,H.R. 2497 (117th),Amache National Historic Site Act,20,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",1,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",2,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",3,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",4,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",5,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",6,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",7,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",8,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",9,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",10,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",11,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",12,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",13,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",14,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",15,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",16,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",17,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",18,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",19,Yea,Yea
Suzan DelBene_profile.json,H.R. 1868 (117th),"To prevent across-the-board direct spending cuts, and for other purposes.",20,Yea,Yea
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,1,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,2,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,3,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,4,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,5,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,6,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,7,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,8,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,9,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,10,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,11,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,12,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,13,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,14,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,15,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,16,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,17,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,18,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,19,Yea,Not Voting
Joe Neguse_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,20,Yea,Not Voting
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",1,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",2,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",3,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",4,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",5,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",6,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",7,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",8,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",9,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",10,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",11,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",12,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",13,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",14,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",15,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",16,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",17,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",18,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",19,Yea,Yea
Matt Gaetz_profile.json,H.R. 1664 (117th),"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",20,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",1,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",2,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",3,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",4,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",5,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",6,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",7,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",8,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",9,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",10,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",11,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",12,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",13,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",14,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",15,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",16,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",17,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",18,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",19,Yea,Yea
Ron Estes_profile.json,H.R. 91 (117th),"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the \u201cPrivate First Class Barrett Lyle Austin Post Office Building\u201d.",20,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",1,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",2,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",3,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",4,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",5,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",6,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",7,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",8,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",9,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",10,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",11,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",12,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",13,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",14,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",15,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",16,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",17,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",18,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",19,Yea,Yea
Mike Garcia_profile.json,H.R. 1437 (117th),"Further Continuing Appropriations and Extensions Act, 2023",20,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,1,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,2,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,3,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,4,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,5,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,6,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,7,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,8,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,9,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,10,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,11,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,12,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,13,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,14,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,15,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,16,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,17,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,18,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,19,Yea,Yea
Gwen Moore_profile.json,H.R. 7454,Airport and Airway Extension Act of 2024,20,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",1,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",2,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",3,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",4,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",5,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",6,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",7,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",8,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",9,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",10,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",11,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",12,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",13,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",14,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",15,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",16,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",17,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",18,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",19,Yea,Yea
Russ Fulcher_profile.json,H.R. 2278 (117th),"To designate the September 11th National Memorial Trail Route, and for other purposes.",20,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",1,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",2,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",3,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",4,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",5,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",6,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",7,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",8,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",9,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",10,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",11,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",12,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",13,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",14,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",15,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",16,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",17,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",18,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",19,Yea,Yea
Stephanie Bice_profile.json,H.R. 4394,"Energy and Water Development and Related Agencies Appropriations Act, 2024",20,Yea,Yea
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,1,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,2,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,3,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,4,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,5,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,6,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,7,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,8,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,9,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,10,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,11,Yea,Not Voting
Debbie Wasserman Schultz_profile.json,H.R. 2992 (117th),Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act,12,Yea,Not Voting
