Profile Name,Bill Number,Bill Name,Prediction Attempt,Personal Prediction,Real Result
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",13,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",14,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",15,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",16,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",17,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",18,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",19,Yea,Yea
Norma Torres_profile.json,H.R. 4373 (117th),"Further Additional Continuing Appropriations and Extensions Act, 2023",20,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,1,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,2,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,3,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,4,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,5,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,6,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,7,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,8,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,9,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,10,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,11,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,12,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,13,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,14,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,15,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,16,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,17,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,18,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,19,Yea,Yea
Sara Jacobs_profile.json,H.R. 2724 (117th),VA Peer Support Enhancement for MST Survivors Act,20,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,1,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,2,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,3,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,4,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,5,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,6,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,7,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,8,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,9,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,10,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,11,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,12,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,13,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,14,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,15,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,16,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,17,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,18,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,19,Yea,Yea
Joe Neguse_profile.json,H.R. 567 (117th),Trans-Sahara Counterterrorism Partnership Program Act of 2021,20,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",1,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",2,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",3,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",4,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",5,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",6,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",7,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",8,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",9,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",10,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",11,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",12,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",13,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",14,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",15,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",16,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",17,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",18,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",19,Yea,Yea
Sam Graves_profile.json,H.R. 6386 (117th),"To designate the facility of the United States Postal Service located at 450 West Schaumburg Road in Schaumburg, Illinois, as the \u201cVeterans of Iraq and Afghanistan Memorial Post Office Building\u201d.",20,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",1,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",2,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",3,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",4,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",5,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",6,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",7,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",8,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",9,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",10,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",11,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",12,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",13,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",14,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",15,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",16,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",17,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",18,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",19,Yea,Yea
Peter Welch_profile.json,H.R. 92 (117th),"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the \u201cSpecialist Four Charles Johnson Post Office\u201d.",20,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,1,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,2,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,3,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,4,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,5,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,6,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,7,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,8,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,9,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,10,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,11,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,12,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,13,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,14,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,15,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,16,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,17,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,18,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,19,Yea,Yea
Mark Pocan_profile.json,H.R. 1619 (117th),Catawba Indian Nation Lands Act,20,Yea,Yea
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",1,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",2,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",3,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",4,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",5,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",6,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",7,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",8,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",9,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",10,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",11,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",12,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",13,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",14,Yea,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",15,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",16,Yea,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",17,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",18,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",19,Nay,Nay
Stephen Lynch_profile.json,H.R. 4364,"Legislative Branch Appropriations Act, 2024",20,Nay,Nay
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,1,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,2,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,3,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,4,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,5,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,6,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,7,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,8,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,9,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,10,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,11,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,12,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,13,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,14,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,15,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,16,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,17,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,18,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,19,Yea,Yea
Hakeem Jeffries_profile.json,H.R. 1215 (117th),Fraud and Scam Reduction Act,20,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,1,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,2,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,3,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,4,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,5,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,6,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,7,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,8,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,9,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,10,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,11,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,12,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,13,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,14,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,15,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,16,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,17,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,18,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,19,Yea,Yea
Marilyn Strickland_profile.json,H.R. 5110,Protecting Hunting Heritage and Education Act,20,Yea,Yea
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,1,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,2,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,3,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,4,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,5,Yea,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,6,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,7,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,8,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,9,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,10,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,11,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,12,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,13,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,14,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,15,Yea,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,16,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,17,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,18,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,19,Nay,Nay
Jill Tokuda_profile.json,H.R. 2670,National Defense Authorization Act for Fiscal Year 2024,20,Nay,Nay
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",1,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",2,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",3,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",4,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",5,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",6,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",7,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",8,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",9,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",10,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",11,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",12,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",13,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",14,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",15,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",16,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",17,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",18,Yea,Yea
James Comer_profile.json,H.R. 1085 (117th),"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",19,Yea,Yea
