Selected profile file,Bill Name,Bill Number,Personal Prediction,Real Result
John Duarte_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
John Duarte_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
John Duarte_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Nay,Yea
John Duarte_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
John Duarte_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
John Duarte_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
John Duarte_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
John Duarte_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
John Duarte_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
John Duarte_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
John Duarte_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
John Duarte_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
John Duarte_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
John Duarte_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
John Duarte_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
John Duarte_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
John Duarte_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
John James_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
John James_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
John James_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
John James_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
John James_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
John James_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
John James_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
John James_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
John James_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
John James_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
John James_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
John James_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
John James_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
John James_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
John James_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
John James_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
John James_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
John James_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Jonathan Jackson_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Jonathan Jackson_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Jonathan Jackson_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Jonathan Jackson_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Jonathan Jackson_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Jonathan Jackson_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Jonathan Jackson_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Nay,Yea
Jonathan Jackson_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Jonathan Jackson_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Nay,Yea
Jonathan Jackson_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Jonathan Jackson_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Jonathan Jackson_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Nay,Yea
Jonathan Jackson_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Jonathan Jackson_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Jonathan Jackson_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Jonathan Jackson_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Jonathan Jackson_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Jonathan Jackson_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Josh Brecheen_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Josh Brecheen_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Josh Brecheen_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Josh Brecheen_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Josh Brecheen_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Josh Brecheen_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Josh Brecheen_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Josh Brecheen_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Josh Brecheen_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Josh Brecheen_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Josh Brecheen_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Josh Brecheen_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Josh Brecheen_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Josh Brecheen_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Josh Brecheen_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Josh Brecheen_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Josh Brecheen_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Josh Brecheen_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Juan Ciscomani_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Juan Ciscomani_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Juan Ciscomani_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Juan Ciscomani_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Juan Ciscomani_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Juan Ciscomani_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Juan Ciscomani_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Juan Ciscomani_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Juan Ciscomani_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Juan Ciscomani_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Juan Ciscomani_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Juan Ciscomani_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Juan Ciscomani_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Juan Ciscomani_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Juan Ciscomani_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Juan Ciscomani_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Juan Ciscomani_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Juan Ciscomani_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Keith Self_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Keith Self_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Keith Self_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Keith Self_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Keith Self_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Keith Self_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Keith Self_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Keith Self_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Keith Self_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Keith Self_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Keith Self_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Keith Self_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Keith Self_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Keith Self_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Keith Self_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Keith Self_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Keith Self_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Keith Self_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Kevin Kiley_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Kevin Kiley_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Kevin Kiley_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Kevin Kiley_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Kevin Kiley_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Kevin Kiley_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Kevin Kiley_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Kevin Kiley_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Kevin Kiley_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Kevin Kiley_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Kevin Kiley_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Kevin Kiley_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Kevin Kiley_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Kevin Kiley_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Kevin Kiley_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Kevin Kiley_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Kevin Kiley_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Kevin Kiley_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Kevin Mullin_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Kevin Mullin_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Kevin Mullin_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Kevin Mullin_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Kevin Mullin_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Kevin Mullin_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Kevin Mullin_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Nay,Yea
Kevin Mullin_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Nay,Yea
Kevin Mullin_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Nay,Yea
Kevin Mullin_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Kevin Mullin_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Kevin Mullin_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Kevin Mullin_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Kevin Mullin_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Kevin Mullin_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Kevin Mullin_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Kevin Mullin_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Kevin Mullin_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Laurel Lee_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Laurel Lee_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Laurel Lee_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Laurel Lee_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Laurel Lee_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Laurel Lee_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Laurel Lee_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Laurel Lee_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Laurel Lee_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Laurel Lee_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Laurel Lee_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Laurel Lee_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Laurel Lee_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Laurel Lee_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Laurel Lee_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Laurel Lee_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Laurel Lee_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Laurel Lee_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Marie  Gluesenkamp Perez_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Marie  Gluesenkamp Perez_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Marie  Gluesenkamp Perez_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Marie  Gluesenkamp Perez_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,Fiscal Responsibility Act of 2023,H.R. 3746,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,TRANQ Research Act of 2023,H.R. 1734,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,Wounded Warrior Access Act,H.R. 1226,Yea,Yea
Marie  Gluesenkamp Perez_profile.json,NOTAM Improvement Act of 2023,H.R. 346,Yea,Yea
Mark Alford_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Mark Alford_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Mark Alford_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Mark Alford_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Mark Alford_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Mark Alford_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Mark Alford_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Mark Alford_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Mark Alford_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Mark Alford_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Mark Alford_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Mark Alford_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Mark Alford_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Mark Alford_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Mark Alford_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Mark Alford_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Mark Alford_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Mark Alford_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Max  Miller_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Max  Miller_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Max  Miller_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Max  Miller_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Max  Miller_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Max  Miller_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Max  Miller_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Max  Miller_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Max  Miller_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Max  Miller_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Max  Miller_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Max  Miller_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Nay,Yea
Max  Miller_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Max  Miller_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Max  Miller_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Max  Miller_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Max  Miller_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Max  Miller_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Max  Miller_profile.json,Fiscal Responsibility Act of 2023,H.R. 3746,Yea,Yea
Max  Miller_profile.json,TRANQ Research Act of 2023,H.R. 1734,Yea,Yea
Max  Miller_profile.json,Wounded Warrior Access Act,H.R. 1226,Yea,Yea
Max  Miller_profile.json,NOTAM Improvement Act of 2023,H.R. 346,Yea,Yea
Michael  Lawler_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Michael  Lawler_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Michael  Lawler_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Michael  Lawler_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Michael  Lawler_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Michael  Lawler_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Michael  Lawler_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Michael  Lawler_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Michael  Lawler_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Michael  Lawler_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Michael  Lawler_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Michael  Lawler_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Michael  Lawler_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Michael  Lawler_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Michael  Lawler_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Michael  Lawler_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Michael  Lawler_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Michael  Lawler_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Michael  Lawler_profile.json,Fiscal Responsibility Act of 2023,H.R. 3746,Yea,Yea
Michael  Lawler_profile.json,TRANQ Research Act of 2023,H.R. 1734,Yea,Yea
Michael  Lawler_profile.json,Wounded Warrior Access Act,H.R. 1226,Yea,Yea
Michael  Lawler_profile.json,NOTAM Improvement Act of 2023,H.R. 346,Yea,Yea
Mike Collins_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Mike Collins_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Mike Collins_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Mike Collins_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Mike Collins_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
